tech,link,title,date_,publisher_,source_type_,business_index_term
virtual reality,https://www.proquest.com/anznews/docview/2202180964/7D2D2914166A4E20PQ/481?accountid=14649,TOO HOT IN THE KITCHEN?,"Apr 3, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2434404767/7D2D2914166A4E20PQ/482?accountid=14649,COST OF COVID AUSTRALIA How we’ll adapt to this changed world,"Aug 16, 2020",Nationwide News Pty Ltd,Newspaper,['Retail stores']
virtual reality,https://www.proquest.com/anznews/docview/2232466564/7D2D2914166A4E20PQ/483?accountid=14649,Winter wonders,"Jun 1, 2019",Fairfax Digital,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2212928724/7D2D2914166A4E20PQ/484?accountid=14649,Preparing our students for a hi-tech jobs future,"Apr 24, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2216759623/7D2D2914166A4E20PQ/485?accountid=14649,THE FLIGHT FANTASTIC,"Apr 28, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2434378083/7D2D2914166A4E20PQ/486?accountid=14649,error 404 :),error 404 :),error 404 :),error 404 :),error 404 :)
virtual reality,https://www.proquest.com/anznews/docview/2679878706/7D2D2914166A4E20PQ/487?accountid=14649,Media Release: Torrens University wins international award for virtual design studio,"Jun 24, 2022",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2439620433/7D2D2914166A4E20PQ/488?accountid=14649,Tough hand: SkyCity boss takes $1.5m pay cut,"Sep 4, 2020","New Zealand Media and Entertainment, NZME",Newspaper,['Stockholders']
virtual reality,https://www.proquest.com/anznews/docview/2439620542/7D2D2914166A4E20PQ/489?accountid=14649,error 404 :),error 404 :),error 404 :),error 404 :),error 404 :)
virtual reality,https://www.proquest.com/anznews/docview/2378193255/7D2D2914166A4E20PQ/490?accountid=14649,Shake-up for our Shakka,"Mar 19, 2020",Fairfax Media Publications Pty Limited,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2679926310/7D2D2914166A4E20PQ/491?accountid=14649,Media Release: Torrens University wins international award for virtual design studio,"Jun 24, 2022",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2440011115/7D2D2914166A4E20PQ/492?accountid=14649,Tough hand: SkyCity boss takes $1.5m pay cut,"Sep 5, 2020","New Zealand Media and Entertainment, NZME",Newspaper,['Stockholders']
virtual reality,https://www.proquest.com/anznews/docview/2355235638/7D2D2914166A4E20PQ/493?accountid=14649,8DAYSYOUR ONESTOPGUIDE TO THE WEEKAHEAD.,"Feb 16, 2020",Fairfax Digital,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2714096214/7D2D2914166A4E20PQ/494?accountid=14649,"Innovative Karoonda teachers nominated for education awards as school embraces technology: Despite how remote it is, Karoonda Area School is being recognised for its education program, with two of its staff in the running for a prestigious teaching award.","Sep 13, 2022",Australian Broadcasting Corporation,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2432590157/7D2D2914166A4E20PQ/495?accountid=14649,Sick of the world? Maybe it's time to escape into a good book,"Aug 12, 2020",Fairfax Media Publications Pty Limited,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2432589909/7D2D2914166A4E20PQ/496?accountid=14649,Sick of the world? Maybe it's time to escape into a good book,"Aug 12, 2020",Fairfax Media Publications Pty Limited,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2438346177/7D2D2914166A4E20PQ/497?accountid=14649,In the company of silence,"Aug 30, 2020",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2438351625/7D2D2914166A4E20PQ/498?accountid=14649,In the company of silence,"Aug 30, 2020",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2438346122/7D2D2914166A4E20PQ/499?accountid=14649,In the company of silence,"Aug 30, 2020",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2187967749/7D2D2914166A4E20PQ/501?accountid=14649,In our pioneers’ footsteps,"Mar 6, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2644727613/7D2D2914166A4E20PQ/502?accountid=14649,"Sixty years on, two TV programs revisit Australia's nuclear history at Maralinga","Jun 4, 2020",Athena Information Solutions Pvt. Ltd.,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2274433912/7D2D2914166A4E20PQ/503?accountid=14649,BOOMING BUSINESSES IN GREAT COMPANY,"Aug 17, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2394166158/7D2D2914166A4E20PQ/504?accountid=14649,Offence is in the eye of the beholder,"Apr 25, 2020",Fairfax Digital,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2268178762/7D2D2914166A4E20PQ/505?accountid=14649,Forty and absolutely fabulous,"Aug 4, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2442676820/7D2D2914166A4E20PQ/506?accountid=14649,WEDDINGS PARTIES ANYTHING,"Sep 16, 2020",Nationwide News Pty Ltd,Newspaper,"['International finance;', 'Suppliers']"
virtual reality,https://www.proquest.com/anznews/docview/2187102391/7D2D2914166A4E20PQ/507?accountid=14649,Hottest 100 – Townsville North Queensland style,"Mar 2, 2019",Nationwide News Pty Ltd,Newspaper,
virtual reality,https://www.proquest.com/anznews/docview/2540355121/7D2D2914166A4E20PQ/508?accountid=14649,"Flinders Ranges virtual reality tour in development to support World Heritage bid: Researchers developing an interactive tour of the Flinders Ranges hope to give future virtual tourists bird's-eye views of the region's most striking vistas, as well as subterranean views of its underlying geology.","Jun 13, 2021",Australian Broadcasting Corporation,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2507708243/7D2D2914166A4E20PQ/509?accountid=14649,"'Haptic feedback' virtual reality Teslasuit can simulate everything from a bullet to a hug: A full-body haptic feedback suit simulates the world of touch and sensation — hot and cold, rough and smooth, pleasure and pain. So how real does it feel?","Mar 31, 2021",Australian Broadcasting Corporation,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2517416058/7D2D2914166A4E20PQ/510?accountid=14649,"Somerton Man to be exhumed by police in attempt to solve mystery of his identity: The remains of the mysterious Somerton Man, whose body was found on an Adelaide beach almost 73 years ago, will be exhumed by police in the hope that DNA samples could identify the man whose death has baffled detectives, researchers and amateur sleuths for decades.","Apr 24, 2021",Australian Broadcasting Corporation,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2585141410/7D2D2914166A4E20PQ/511?accountid=14649,Media Release: Robot 'artist' with eyes delivers international growth for Aussie company - and creates new jobs for humans,"Oct 25, 2021",Australian Associated Press Pty Limited,Wire Feed,"['Job creation;', 'Employment;', 'Productivity;', 'Workforce']"
virtual reality,https://www.proquest.com/anznews/docview/2612068182/7D2D2914166A4E20PQ/512?accountid=14649,Facebook's terrible 2021: Will a year of scandal be the catalyst for regulation?: Experts say this was Facebook's worst year for scandal and public opinion. Will it face any consequences?,"Dec 20, 2021",Australian Broadcasting Corporation,Wire Feed,"['Corporate culture;', 'Social networks']"
virtual reality,https://www.proquest.com/anznews/docview/2311056888/7D2D2914166A4E20PQ/513?accountid=14649,"Top physicists, who analyse the Higgs boson while working out 'the truth', to meet in Adelaide: Scientists are ""anti-politicians"" who look for evidence to break theories rather than data to support an individual's politics, a particle physicist says ahead of a conference in Adelaide involving the world's top scientists.","Nov 1, 2019",Australian Broadcasting Corporation,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2233027349/7D2D2914166A4E20PQ/514?accountid=14649,Antarctic's world-first VR experience,"Jun 1, 2019",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2233023025/7D2D2914166A4E20PQ/515?accountid=14649,Antarctic's world-first VR experience,"Jun 1, 2019",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2233022035/7D2D2914166A4E20PQ/516?accountid=14649,Antarctic's world-first VR experience,"Jun 1, 2019",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2412647372/7D2D2914166A4E20PQ/517?accountid=14649,Media Release: Chester release - Australia's communities preserving our military history,"Jun 13, 2020",Australian Associated Press Pty Limited,Wire Feed,
virtual reality,https://www.proquest.com/anznews/docview/2316433146/7D2D2914166A4E20PQ/518?accountid=14649,SA school leavers flock to Victor Harbor,"Nov 21, 2019",Australian Associated Press Pty Limited,Wire Feed,
augmented reality,https://www.proquest.com/anznews/docview/2708164748/7E51F57C46A145FEPQ/1?accountid=14649,Sheep diseases recognised through new AR tool: Scriven,"Aug 31, 2022",,Wire Feed,
augmented reality,https://www.proquest.com/anznews/docview/2708327983/7E51F57C46A145FEPQ/2?accountid=14649,Tanks in augmented reality,"Sep 1, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Customer services']
augmented reality,https://www.proquest.com/anznews/docview/2708327800/7E51F57C46A145FEPQ/3?accountid=14649,Tech offers reality with sheep diseases,"Sep 1, 2022",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2707993897/7E51F57C46A145FEPQ/4?accountid=14649,SA sheep producers experience FMD at arms' length,"Aug 31, 2022",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2673434493/7E51F57C46A145FEPQ/5?accountid=14649,Take two for AR specs,"Jun 7, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2691218849/7E51F57C46A145FEPQ/6?accountid=14649,The reality behind Factory of Future,"Jul 19, 2022",Nationwide News Pty Ltd,Newspaper,['Advanced manufacturing technologies']
augmented reality,https://www.proquest.com/anznews/docview/2540068614/7E51F57C46A145FEPQ/7?accountid=14649,Illuminate Adelaide festival shows winter in the city in a new light,"Jun 11, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2560947294/7E51F57C46A145FEPQ/8?accountid=14649,"A global electric car Grand Prix series is about to kick off, led by an Aussie company. Matt Pearson tells us how they did it","Aug 13, 2021",Nationwide News Pty Ltd,Newspaper,['Product development']
augmented reality,https://www.proquest.com/anznews/docview/2691216888/7E51F57C46A145FEPQ/9?accountid=14649,THE LAST WORD,"Jul 19, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2651887970/7E51F57C46A145FEPQ/10?accountid=14649,Westpac House move for TeamViewer,"Apr 19, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2672466385/7E51F57C46A145FEPQ/11?accountid=14649,THE LAST WORD,"Jun 3, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2707994158/7E51F57C46A145FEPQ/12?accountid=14649,Growing SA conference returns with big crowd | Photos,"Aug 31, 2022",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2658849896/7E51F57C46A145FEPQ/13?accountid=14649,Connectivity issues hot topic on agtech tour,"May 4, 2022",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2709393889/7E51F57C46A145FEPQ/14?accountid=14649,Butterfly effect hits festival,"Sep 4, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2721449372/7E51F57C46A145FEPQ/15?accountid=14649,Artworks unveiled in CBD,"Oct 6, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2706908386/7E51F57C46A145FEPQ/16?accountid=14649,NEWS What’s on the horizon in the world of travel,"Aug 28, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2679928925/7E51F57C46A145FEPQ/17?accountid=14649,STEM THE EDUCATION TIDE,"Jun 24, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2726577674/7E51F57C46A145FEPQ/18?accountid=14649,Tech takeover at rug shop,"Oct 22, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2658979262/7E51F57C46A145FEPQ/19?accountid=14649,APP TO DATE,"May 4, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2676329806/7E51F57C46A145FEPQ/20?accountid=14649,APP TO DATE,"Jun 15, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2694677673/7E51F57C46A145FEPQ/21?accountid=14649,APP TO DATE,"Jul 27, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2677938004/7E51F57C46A145FEPQ/22?accountid=14649,Character building at sea,"Jun 19, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2703630196/7E51F57C46A145FEPQ/23?accountid=14649,Brainwaves,"Aug 20, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2681203433/7E51F57C46A145FEPQ/24?accountid=14649,Tech driven to new levels,"Jun 28, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2677937621/7E51F57C46A145FEPQ/25?accountid=14649,“Travel has always been in my blood”,"Jun 19, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2667045838/7E51F57C46A145FEPQ/26?accountid=14649,We stayed at… The Graduate Nashville,"May 22, 2022",Nationwide News Pty Ltd,Newspaper,['Hotels & motels']
augmented reality,https://www.proquest.com/anznews/docview/2648802230/7E51F57C46A145FEPQ/27?accountid=14649,THINGS TO DO,"Apr 10, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2648801108/7E51F57C46A145FEPQ/28?accountid=14649,THINGS TO DO,"Apr 10, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2647904454/7E51F57C46A145FEPQ/29?accountid=14649,Holiday fun around QLD this weekend,"Apr 8, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2510619528/7E51F57C46A145FEPQ/30?accountid=14649,City Lights to beam up CBD precincts for Illuminate Adelaide winter festival,"Apr 9, 2021",Nationwide News Pty Ltd,Newspaper,['Creative industries']
augmented reality,https://www.proquest.com/anznews/docview/2543567034/7E51F57C46A145FEPQ/31?accountid=14649,Line Zero – Factory of the Future a partnership approach towards the growth of South Australia,"Jun 21, 2021",Nationwide News Pty Ltd,Newspaper,"['Supply chains;', 'Careers;', 'Workforce']"
augmented reality,https://www.proquest.com/anznews/docview/2707898066/7E51F57C46A145FEPQ/32?accountid=14649,Biosecurity plan and augmented reality app Sheep EAD AR part of SA's strategy to reduce risks: South Australia's livestock industry puts biosecurity in the spotlight with a new statewide plan and an augmented reality app.,"Aug 30, 2022",Australian Broadcasting Corporation,Wire Feed,"['Livestock industry;', 'Supply chains']"
augmented reality,https://www.proquest.com/anznews/docview/2519784561/7E51F57C46A145FEPQ/33?accountid=14649,Making technology work with humans,"Apr 29, 2021",Nationwide News Pty Ltd,Newspaper,"['Machine learning;', 'Automation']"
augmented reality,https://www.proquest.com/anznews/docview/2492138740/7E51F57C46A145FEPQ/34?accountid=14649,PoliticsNow: ‘Really sleazy’ — fourth woman accuses staffer after Brittany Higgins’ rape allegations,"Feb 22, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2488712886/7E51F57C46A145FEPQ/35?accountid=14649,SA’s 21 agenda setters of 2021: Flexibility the key for Fringe boss Heather Croall to set arts agenda,"Feb 11, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2509529478/7E51F57C46A145FEPQ/36?accountid=14649,New winter festival Illuminate Adelaide announces program highlights for first event,"Apr 7, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2584828813/7E51F57C46A145FEPQ/37?accountid=14649,ADELAIDE GOES TO HOLLYWOOD,"Oct 24, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2519527656/7E51F57C46A145FEPQ/38?accountid=14649,Making technology work with humans,"Apr 30, 2021",Nationwide News Pty Ltd,Newspaper,"['Machine learning;', 'Automation']"
augmented reality,https://www.proquest.com/anznews/docview/2477285932/7E51F57C46A145FEPQ/39?accountid=14649,Kingston District Council turns ashes into art,"Jan 14, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2543879253/7E51F57C46A145FEPQ/40?accountid=14649,NSW and SA say they will follow Victoria’s lead and bring in road user charges for electric vehicles,"Jun 22, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2478805923/7E51F57C46A145FEPQ/41?accountid=14649,Council turns ashes into art,"Jan 20, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2542197210/7E51F57C46A145FEPQ/42?accountid=14649,"Global electric flying car Grand Prix series, with serious backers, to kick off shortly","Jun 17, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2570363991/7E51F57C46A145FEPQ/43?accountid=14649,Microsoft making a splash with push into deep space,"Sep 8, 2021",Nationwide News Pty Ltd,Newspaper,['Machine learning']
augmented reality,https://www.proquest.com/anznews/docview/2560348240/7E51F57C46A145FEPQ/44?accountid=14649,Tumby Bay displayed in a new light,"Aug 13, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2560101574/7E51F57C46A145FEPQ/45?accountid=14649,Tumby Bay to light up over next week,"Aug 12, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2560101904/7E51F57C46A145FEPQ/46?accountid=14649,Tumby Bay to light up over next week,"Aug 12, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2572062766/7E51F57C46A145FEPQ/47?accountid=14649,Agency helps make lasting impression,"Sep 14, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2560950198/7E51F57C46A145FEPQ/48?accountid=14649,How to take flying cars from a sci-fi dream to reality,"Aug 14, 2021",Nationwide News Pty Ltd,Newspaper,['Product development']
augmented reality,https://www.proquest.com/anznews/docview/2560951496/7E51F57C46A145FEPQ/49?accountid=14649,Childhood dream comes true for flying car fan,"Aug 14, 2021",Nationwide News Pty Ltd,Newspaper,['Product development']
augmented reality,https://www.proquest.com/anznews/docview/2600443386/7E51F57C46A145FEPQ/51?accountid=14649,The metaverse is here,"Nov 23, 2021",Nationwide News Pty Ltd,Newspaper,['Social networks']
augmented reality,https://www.proquest.com/anznews/docview/2457763206/7E51F57C46A145FEPQ/52?accountid=14649,Creative plan to double sector,"Nov 6, 2020",Nationwide News Pty Ltd,Newspaper,['Creative industries']
augmented reality,https://www.proquest.com/anznews/docview/2467686900/7E51F57C46A145FEPQ/53?accountid=14649,Tech shift opens up Oodls of opportunities,"Dec 8, 2020",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2600440882/7E51F57C46A145FEPQ/54?accountid=14649,The metaverse is here,"Nov 23, 2021",Nationwide News Pty Ltd,Newspaper,['Social networks']
augmented reality,https://www.proquest.com/anznews/docview/2639943003/7E51F57C46A145FEPQ/55?accountid=14649,Kingston houses Australia's best mural,"Mar 17, 2022",,Wire Feed,
augmented reality,https://www.proquest.com/anznews/docview/2532194715/7E51F57C46A145FEPQ/56?accountid=14649,Kingston District Council rewarded for its response to 'forgotten fire',"May 27, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2531691778/7E51F57C46A145FEPQ/57?accountid=14649,Kingston District Council rewarded for its response to 'forgotten fire',"May 26, 2021",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2542514867/7E51F57C46A145FEPQ/58?accountid=14649,TOP 5 NEWS STORIES THIS WEEK,"Jun 19, 2021",Nationwide News Pty Ltd,Newspaper,['Breweries']
augmented reality,https://www.proquest.com/anznews/docview/2578642478/7E51F57C46A145FEPQ/59?accountid=14649,How to manufacture a win,"Oct 4, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2598264846/7E51F57C46A145FEPQ/60?accountid=14649,Light up in a city full of Christmas joy,"Nov 18, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2589464883/7E51F57C46A145FEPQ/61?accountid=14649,Queensland to provide expert training to address shortage of skilled defence workers,"Oct 30, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2588274660/7E51F57C46A145FEPQ/62?accountid=14649,Queensland to provide expert training to address shortage of skilled defence workers,"Oct 29, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2479863438/7E51F57C46A145FEPQ/63?accountid=14649,"How technology is changing careers in agriculture, trades, mining and manufacturing","Jan 21, 2021",Nationwide News Pty Ltd,Newspaper,"['Employers;', 'Automation;', 'Mining industry;', 'Employment;', 'Executives']"
augmented reality,https://www.proquest.com/anznews/docview/2578146756/7E51F57C46A145FEPQ/64?accountid=14649,The world’s most spectacular libraries,"Sep 30, 2021",Nationwide News Pty Ltd,Newspaper,['Architecture']
augmented reality,https://www.proquest.com/anznews/docview/2628312901/7E51F57C46A145FEPQ/65?accountid=14649,$5 million Black Summer grants finally come through for KI,"Feb 15, 2022",Fairfax Media Publications Pty Limited,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2539731184/7E51F57C46A145FEPQ/66?accountid=14649,LET THERE BE LIGHT,"Jun 12, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2533469632/7E51F57C46A145FEPQ/67?accountid=14649,"Know of Atlassian? Now watch for Complexica, Clipchamp, SafetyCulture & Canva","May 27, 2021",Nationwide News Pty Ltd,Newspaper,"['Startups;', 'Executives;', 'Value stocks']"
augmented reality,https://www.proquest.com/anznews/docview/2534508260/7E51F57C46A145FEPQ/68?accountid=14649,"Know of Atlassian? Now watch for Complexica, Clipchamp, SafetyCulture & Canva","May 30, 2021",Nationwide News Pty Ltd,Newspaper,"['Startups;', 'Executives;', 'Value stocks']"
augmented reality,https://www.proquest.com/anznews/docview/2557297270/7E51F57C46A145FEPQ/69?accountid=14649,THE LAST WORD,"Aug 3, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2553607432/7E51F57C46A145FEPQ/70?accountid=14649,THE LAST WORD,"Jul 22, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2597895350/7E51F57C46A145FEPQ/71?accountid=14649,THE LAST WORD,"Nov 17, 2021",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2615679848/7E51F57C46A145FEPQ/72?accountid=14649,10 CITY SUMMER SENSATIONS,"Jan 2, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2615683993/7E51F57C46A145FEPQ/73?accountid=14649,10 CITY SUMMER SENSATIONS,"Jan 2, 2022",Nationwide News Pty Ltd,Newspaper,
augmented reality,https://www.proquest.com/anznews/docview/2615678587/7E51F57C46A145FEPQ/74?accountid=14649,10 CITY SUMMER SENSATIONS,"Jan 2, 2022",Nationwide News Pty Ltd,Newspaper,
