tech,link,title,date_,publisher_,source_type_,business_index_term
renewable energy,https://www.proquest.com/anznews/docview/2673387010/5CA94ED5C6DB48ACPQ/352?accountid=14649,ACT power prices buck national trend,"Jun 7, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Costs']
renewable energy,https://www.proquest.com/anznews/docview/2658866679/5CA94ED5C6DB48ACPQ/353?accountid=14649,Charging stations network to boost take-up of electric vehicles,"May 4, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Infrastructure']
renewable energy,https://www.proquest.com/anznews/docview/2677187797/5CA94ED5C6DB48ACPQ/354?accountid=14649,Coal snap over as stations restart,"Jun 17, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2679311210/5CA94ED5C6DB48ACPQ/355?accountid=14649,Mental health heroes recognised with prize,"Jun 23, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2673386817/5CA94ED5C6DB48ACPQ/356?accountid=14649,ACT power prices buck national trend,"Jun 7, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Costs']
renewable energy,https://www.proquest.com/anznews/docview/2723850793/5CA94ED5C6DB48ACPQ/357?accountid=14649,Machine helps farm waste supply power,"Oct 13, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2714119691/5CA94ED5C6DB48ACPQ/358?accountid=14649,Shift in big city focus vital for Aust future,"Sep 15, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2685097212/5CA94ED5C6DB48ACPQ/359?accountid=14649,Vigilance necessary to protect ag sectors,"Jul 7, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2711550330/5CA94ED5C6DB48ACPQ/360?accountid=14649,"Will 7-star housing really cost more? It depends, but you can keep costs down in a few simple ways","Sep 9, 2022",Athena Information Solutions Pvt. Ltd.,Newspaper,"['Construction costs;', 'Capital costs;', 'Cost control']"
renewable energy,https://www.proquest.com/anznews/docview/2726055915/5CA94ED5C6DB48ACPQ/361?accountid=14649,"Sustainability, loans linked in investment","Oct 20, 2022",Fairfax Media Publications Pty Limited,Newspaper,"['Loans;', 'Family farms;', 'Banking;', 'Agribusiness']"
renewable energy,https://www.proquest.com/anznews/docview/2711072330/5CA94ED5C6DB48ACPQ/362?accountid=14649,APA Group wins contest to buy Basslink undersea power cable - DATA ROOM,"Sep 8, 2022",Nationwide News Pty Ltd,Newspaper,"['Appointments & personnel changes;', 'Receivership;', 'Renewable resources']"
renewable energy,https://www.proquest.com/anznews/docview/2676676788/5CA94ED5C6DB48ACPQ/363?accountid=14649,Others cooking with gas,"Jun 16, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2666592805/5CA94ED5C6DB48ACPQ/364?accountid=14649,"Federal election, state politics and climate","May 20, 2022",Fairfax Media Publications Pty Limited,Newspaper,['State budgets']
renewable energy,https://www.proquest.com/anznews/docview/2679311147/5CA94ED5C6DB48ACPQ/365?accountid=14649,Farm aims to inspire change,"Jun 23, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2673386970/5CA94ED5C6DB48ACPQ/366?accountid=14649,ACT power prices buck national trend,"Jun 7, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Costs']
renewable energy,https://www.proquest.com/anznews/docview/2679310748/5CA94ED5C6DB48ACPQ/367?accountid=14649,Forktree Project aims to inspire farm change,"Jun 23, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2714119080/5CA94ED5C6DB48ACPQ/368?accountid=14649,Nutrition should be the focus,"Sep 15, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Meat industry']
renewable energy,https://www.proquest.com/anznews/docview/2707705205/5CA94ED5C6DB48ACPQ/369?accountid=14649,Transmission line program unrealistic,"Aug 30, 2022",Nationwide News Pty Ltd,Newspaper,"['Costs;', 'Renewable resources']"
renewable energy,https://www.proquest.com/anznews/docview/2696133209/5CA94ED5C6DB48ACPQ/370?accountid=14649,The $700m question for Kurri gas project,"Jul 30, 2022",Fairfax Digital,Newspaper,"['Supply chains;', 'Green hydrogen']"
renewable energy,https://www.proquest.com/anznews/docview/2708840999/5CA94ED5C6DB48ACPQ/371?accountid=14649,There is no time to lose in building Australia’s energy grid of the future,"Sep 2, 2022",Nationwide News Pty Ltd,Newspaper,"['Consumers;', 'Renewable resources']"
renewable energy,https://www.proquest.com/anznews/docview/2673348976/5CA94ED5C6DB48ACPQ/372?accountid=14649,Energy reform's staggering scale,"Jun 7, 2022",Fairfax Digital,Newspaper,"['Gasoline prices;', 'Energy industry']"
renewable energy,https://www.proquest.com/anznews/docview/2649814929/5CA94ED5C6DB48ACPQ/373?accountid=14649,States face higher blackouts risk,"Apr 14, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2659717642/5CA94ED5C6DB48ACPQ/374?accountid=14649,"Politicians in high-vis say they love manufacturing. But if we want more Australian-made jobs, here's what we need","May 6, 2022",Athena Information Solutions Pvt. Ltd.,Newspaper,"['Manufacturers;', 'Energy industry;', 'Employment']"
renewable energy,https://www.proquest.com/anznews/docview/2707709296/5CA94ED5C6DB48ACPQ/375?accountid=14649,"7-star housing is a step towards zero carbon – but there's much more to do, starting with existing homes","Aug 30, 2022",Athena Information Solutions Pvt. Ltd.,Newspaper,['Renewable resources']
renewable energy,https://www.proquest.com/anznews/docview/2658850051/5CA94ED5C6DB48ACPQ/376?accountid=14649,Residents push for relocation of KI desal plant,"May 4, 2022",Fairfax Media Publications Pty Limited,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2685788256/5CA94ED5C6DB48ACPQ/377?accountid=14649,Casino group also cashed in on the chief’s quick work,"Jul 8, 2022",Nationwide News Pty Ltd,Newspaper,"['Investment advisors;', 'Casinos;', 'Shutdowns;', 'Private equity;', 'Ownership changes;', 'Equity;', 'Executives']"
renewable energy,https://www.proquest.com/anznews/docview/2671150113/5CA94ED5C6DB48ACPQ/378?accountid=14649,Australia's biggest carbon emitter buckles before Mike Cannon-Brookes – so what now for AGL's other shareholders?,"May 30, 2022",Athena Information Solutions Pvt. Ltd.,Newspaper,"['Superannuation;', 'Stockholders']"
renewable energy,https://www.proquest.com/anznews/docview/2724704894/5CA94ED5C6DB48ACPQ/379?accountid=14649,Candidates respond to community questions at public forum,"Oct 15, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Renewable resources']
renewable energy,https://www.proquest.com/anznews/docview/2678851566/5CA94ED5C6DB48ACPQ/380?accountid=14649,The national electricity market is a failed 1990s experiment. It's time the grid returned to public hands,"Jun 22, 2022",Athena Information Solutions Pvt. Ltd.,Newspaper,"['Retail stores;', 'Economic reform;', 'Consumers']"
renewable energy,https://www.proquest.com/anznews/docview/2715599974/5CA94ED5C6DB48ACPQ/381?accountid=14649,Why Calabria took his foot off the gas,"Sep 20, 2022",Nationwide News Pty Ltd,Newspaper,"['Chief executive officers;', 'Coal-fired power plants;', 'Renewable resources']"
renewable energy,https://www.proquest.com/anznews/docview/2687898579/5CA94ED5C6DB48ACPQ/382?accountid=14649,‘Green cement’ to cut carbon,"Jul 12, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2725673495/5CA94ED5C6DB48ACPQ/383?accountid=14649,The Advertiser Pay sports stars less to make their wishes come true,"Oct 19, 2022",Nationwide News Pty Ltd,Newspaper,['Standard of living']
renewable energy,https://www.proquest.com/anznews/docview/2676465973/5CA94ED5C6DB48ACPQ/384?accountid=14649,Electricity price market suspended amid power crisis,"Jun 14, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2677605575/5CA94ED5C6DB48ACPQ/385?accountid=14649,How to rouse a sleeping giant,"Jun 18, 2022",Fairfax Digital,Newspaper,"['Price ceilings;', 'Natural gas utilities']"
renewable energy,https://www.proquest.com/anznews/docview/2677607510/5CA94ED5C6DB48ACPQ/386?accountid=14649,How to rouse a sleeping giant: The Nation,"Jun 18, 2022",Fairfax Digital,Newspaper,"['Price ceilings;', 'Natural gas utilities']"
renewable energy,https://www.proquest.com/anznews/docview/2648756727/5CA94ED5C6DB48ACPQ/387?accountid=14649,Q:What do you want from the next federal government?,"Apr 11, 2022",Fairfax Digital,Newspaper,['Cost of living']
renewable energy,https://www.proquest.com/anznews/docview/2729071180/5CA94ED5C6DB48ACPQ/388?accountid=14649,How to detox sport from fossil fuel money,"Oct 28, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Corporate sponsorship']
renewable energy,https://www.proquest.com/anznews/docview/2729070013/5CA94ED5C6DB48ACPQ/389?accountid=14649,How to detox sport from fossil fuel money,"Oct 28, 2022",Fairfax Media Publications Pty Limited,Newspaper,['Corporate sponsorship']
renewable energy,https://www.proquest.com/anznews/docview/2697344174/5CA94ED5C6DB48ACPQ/390?accountid=14649,Brexit spurs Aussie boom in Britain: Investment,"Aug 4, 2022",Fairfax Digital,Newspaper,"['Infrastructure;', 'Big Four accounting firms']"
renewable energy,https://www.proquest.com/anznews/docview/2697343951/5CA94ED5C6DB48ACPQ/391?accountid=14649,Brexit spurs Aussie boom in Britain: Investment,"Aug 4, 2022",Fairfax Digital,Newspaper,"['Infrastructure;', 'Big Four accounting firms']"
renewable energy,https://www.proquest.com/anznews/docview/2522525675/5CA94ED5C6DB48ACPQ/392?accountid=14649,GFG Alliance will look at selling its Cultana solar and Playford battery projects in South Australia,"May 6, 2021",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2675816186/5CA94ED5C6DB48ACPQ/393?accountid=14649,Have your say,"Jun 14, 2022",Nationwide News Pty Ltd,Newspaper,['Quotas']
renewable energy,https://www.proquest.com/anznews/docview/2680421601/5CA94ED5C6DB48ACPQ/394?accountid=14649,GETTING STEM STARS BACK IN THE WORKFORCE,"Jun 25, 2022",Nationwide News Pty Ltd,Newspaper,"['Professionals;', 'Careers;', 'Employment;', 'Workforce']"
renewable energy,https://www.proquest.com/anznews/docview/2653392439/5CA94ED5C6DB48ACPQ/395?accountid=14649,POWER SHIFT,"Apr 23, 2022",Nationwide News Pty Ltd,Newspaper,"['Energy industry;', 'Employment']"
renewable energy,https://www.proquest.com/anznews/docview/2665972160/5CA94ED5C6DB48ACPQ/396?accountid=14649,COMPARE THE PAIR,"May 19, 2022",Nationwide News Pty Ltd,Newspaper,"['Subsidies;', 'Defense industry;', 'Medicare']"
renewable energy,https://www.proquest.com/anznews/docview/2665959440/5CA94ED5C6DB48ACPQ/397?accountid=14649,COMPARE THE PAIR,"May 19, 2022",Nationwide News Pty Ltd,Newspaper,"['Subsidies;', 'Defense industry;', 'Medicare']"
renewable energy,https://www.proquest.com/anznews/docview/2666173098/5CA94ED5C6DB48ACPQ/398?accountid=14649,Federal election 2022: Coalition and Labor policies explained,"May 18, 2022",Nationwide News Pty Ltd,Newspaper,"['Subsidies;', 'Medicare']"
renewable energy,https://www.proquest.com/anznews/docview/2714967635/5CA94ED5C6DB48ACPQ/399?accountid=14649,US tech hub to help fast-track FFI goals,"Sep 17, 2022",Nationwide News Pty Ltd,Newspaper,['Green hydrogen']
renewable energy,https://www.proquest.com/anznews/docview/2699818233/5CA94ED5C6DB48ACPQ/401?accountid=14649,TEXT TALK,"Aug 9, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2729680175/5CA94ED5C6DB48ACPQ/402?accountid=14649,Brace for a power struggle,"Oct 29, 2022",Nationwide News Pty Ltd,Newspaper,['Price increases']
renewable energy,https://www.proquest.com/anznews/docview/2711074762/5CA94ED5C6DB48ACPQ/403?accountid=14649,Albo’s solar panel dig,"Sep 8, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2693526102/5CA94ED5C6DB48ACPQ/404?accountid=14649,TEXT TALK,"Jul 25, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2684753388/5CA94ED5C6DB48ACPQ/405?accountid=14649,Crisis to keep coal in play,"Jul 6, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2668536940/5CA94ED5C6DB48ACPQ/406?accountid=14649,Brace for an electric bill shock,"May 25, 2022",Nationwide News Pty Ltd,Newspaper,['Energy industry']
renewable energy,https://www.proquest.com/anznews/docview/2694073283/5CA94ED5C6DB48ACPQ/407?accountid=14649,Hydrogen plan’s big interests,"Jul 26, 2022",Nationwide News Pty Ltd,Newspaper,['Green hydrogen']
renewable energy,https://www.proquest.com/anznews/docview/2703159484/5CA94ED5C6DB48ACPQ/408?accountid=14649,Atlassian billionaire Genex bid at $346m,"Aug 18, 2022",Nationwide News Pty Ltd,Newspaper,['Stock prices']
renewable energy,https://www.proquest.com/anznews/docview/2711609954/5CA94ED5C6DB48ACPQ/409?accountid=14649,Net-zero ambition now law of land,"Sep 9, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2699818247/5CA94ED5C6DB48ACPQ/410?accountid=14649,Energy Australia sinks to $1.6bn loss,"Aug 9, 2022",Nationwide News Pty Ltd,Newspaper,"['Hedging;', 'Corporate profits']"
renewable energy,https://www.proquest.com/anznews/docview/2672824233/5CA94ED5C6DB48ACPQ/411?accountid=14649,Affordable ‘hot spots’,"Jun 4, 2022",Nationwide News Pty Ltd,Newspaper,['Affordable housing']
renewable energy,https://www.proquest.com/anznews/docview/2717177671/5CA94ED5C6DB48ACPQ/412?accountid=14649,Climate splurge beckons,"Sep 24, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2697501465/5CA94ED5C6DB48ACPQ/413?accountid=14649,Support grows for atomic power,"Aug 4, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2701303784/5CA94ED5C6DB48ACPQ/414?accountid=14649,Parading highs of Norwood,"Aug 13, 2022",Nationwide News Pty Ltd,Newspaper,['Central business districts']
renewable energy,https://www.proquest.com/anznews/docview/2649818619/5CA94ED5C6DB48ACPQ/415?accountid=14649,Musk-inspired solar car a ray of sunshine,"Apr 14, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2725377616/5CA94ED5C6DB48ACPQ/416?accountid=14649,Water pumps go hi-tech,"Oct 18, 2022",Nationwide News Pty Ltd,Newspaper,['Internet of Things']
renewable energy,https://www.proquest.com/anznews/docview/2697500806/5CA94ED5C6DB48ACPQ/417?accountid=14649,Support grows for atomic power,"Aug 4, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2660470592/5CA94ED5C6DB48ACPQ/418?accountid=14649,ELECTION 2022 ‘You can’t trust the climate numpties’,"May 8, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2711611152/5CA94ED5C6DB48ACPQ/419?accountid=14649,Net-zero ambition now law of land,"Sep 9, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2707706388/5CA94ED5C6DB48ACPQ/420?accountid=14649,FOSSIL FOOL,"Aug 30, 2022",Nationwide News Pty Ltd,Newspaper,"['Stockholders;', 'Shareholder activism']"
renewable energy,https://www.proquest.com/anznews/docview/2669737116/5CA94ED5C6DB48ACPQ/421?accountid=14649,Surge in power prices,"May 27, 2022",Nationwide News Pty Ltd,Newspaper,"['Small business;', 'Costs']"
renewable energy,https://www.proquest.com/anznews/docview/2698266554/5CA94ED5C6DB48ACPQ/422?accountid=14649,Dial down environmental impact with new telco initiative,"Aug 5, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2667341647/5CA94ED5C6DB48ACPQ/423?accountid=14649,"Defence, reform top of SA to-do list","May 22, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2715163499/5CA94ED5C6DB48ACPQ/424?accountid=14649,Wild about sustainable bargains,"Sep 18, 2022",Nationwide News Pty Ltd,Newspaper,['Wineries & vineyards']
renewable energy,https://www.proquest.com/anznews/docview/2660499147/5CA94ED5C6DB48ACPQ/425?accountid=14649,ELECTION 2022 ‘You can’t trust the climate numpties’,"May 8, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2725676545/5CA94ED5C6DB48ACPQ/426?accountid=14649,But skipper turns up sponsor heat,"Oct 19, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2667339192/5CA94ED5C6DB48ACPQ/427?accountid=14649,"Defence, reform top of SA to-do list","May 22, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2674522192/5CA94ED5C6DB48ACPQ/428?accountid=14649,Switch on to the sun,"Jun 11, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2678124394/5CA94ED5C6DB48ACPQ/429?accountid=14649,Can’t give it away,"Jun 19, 2022",Nationwide News Pty Ltd,Newspaper,"['Private equity;', 'Startups']"
renewable energy,https://www.proquest.com/anznews/docview/2723919993/5CA94ED5C6DB48ACPQ/430?accountid=14649,The Advertiser Albo's promise to cut power bills zapped by reality,"Oct 13, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2715891770/5CA94ED5C6DB48ACPQ/431?accountid=14649,Twiggy to fuel change,"Sep 21, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2715172378/5CA94ED5C6DB48ACPQ/432?accountid=14649,Wild about sustainable bargains,"Sep 18, 2022",Nationwide News Pty Ltd,Newspaper,['Wineries & vineyards']
renewable energy,https://www.proquest.com/anznews/docview/2671787023/5CA94ED5C6DB48ACPQ/433?accountid=14649,Oz in hydrogen ‘box-seat’,"Jun 1, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2653626035/5CA94ED5C6DB48ACPQ/434?accountid=14649,Why can’t our leaders inspire us in the way we deserve,"Apr 24, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2655894945/5CA94ED5C6DB48ACPQ/435?accountid=14649,Mr X under fire for security laws work,"Apr 28, 2022",Nationwide News Pty Ltd,Newspaper,"['Law firms;', 'Employment']"
renewable energy,https://www.proquest.com/anznews/docview/2729228230/5CA94ED5C6DB48ACPQ/436?accountid=14649,Dutton hits the roof on housing,"Oct 28, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2729224750/5CA94ED5C6DB48ACPQ/437?accountid=14649,Dutton hits the roof on housing,"Oct 28, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2660756104/5CA94ED5C6DB48ACPQ/438?accountid=14649,"ELECTION 2022 Gloves-off debate, no runaway winner","May 9, 2022",Nationwide News Pty Ltd,Newspaper,
renewable energy,https://www.proquest.com/anznews/docview/2672823075/5CA94ED5C6DB48ACPQ/439?accountid=14649,Cleaner ways are coming,"Jun 5, 2022",Nationwide News Pty Ltd,Newspaper,['Cruise lines']
