Beach_FID,alpha_1
711,-0.673061607621878
712,-0.41751570871626176
713,-0.3268417039335648
714,-0.4027834837779083
715,-0.2626109856140988
716,-1.0598251922454365
717,-0.5126511609526125
718,-0.6411393884417846
719,-1.3969391574335703
720,-0.4568251357087142
721,-0.2832069253882483
722,-0.6946208299836544
723,-0.30980361324881706
724,-0.5638669130554957
725,-0.34926876392922684
726,-0.7513569409979229
727,-0.2884807034838479
728,-0.30676917109023843
729,-0.6819447109056076
730,-1.6453749474770683
731,-1.164653387316652
732,-0.3708750548151907
733,-1.521213838449434
734,-1.2772246789829442
735,-1.2057074734908007
736,-0.3292618815561841
737,-1.1353457994644338
738,-0.9871202616960069
739,-0.3265042022205751
740,-1.3001993705710342
741,-0.25694520064488574
742,-0.46677840390752456
743,-0.2563839961907307
744,-0.46883578925649844
745,-0.21464862849789923
746,-0.2791492104697482
747,-0.9426989343015052
748,-0.23056243734733356
749,-0.4931748352921663
750,-0.6707016433209319
751,-0.2508888954494969
752,-0.23190706622990748
753,-1.188841558118386
754,0.6391979083232511
755,-1.2922358585029745
756,-0.5344182550660714
757,-0.7432723125019589
758,-0.7533357147685598
759,-1.1069452552467525
760,-0.291331659477693
761,-0.272408247854313
762,-0.2678789346816986
763,-0.21114076792121395
764,-3.2976698701249845
765,-0.7818722885425682
766,0.05590896639510554
767,-0.1187080372057784
768,-0.24029898299235253
769,-0.383954678391918
770,-0.3801153418650551
771,-0.8490349325183956
772,-0.34184248430691166
773,-0.40875343380598955
774,-0.42816788325905025
775,-0.36757661446303874
776,-0.2902244729404251
777,-0.5126679682949069
778,-1.458159451279532
779,-0.06733619057421722
780,-0.5848508421344534
781,-0.010652714608534664
782,0.30473222083101137
783,0.004603948384912282
784,-0.5721818583916236
785,-0.48612490811194026
786,-0.16241607396090654
787,-1.092574435670837
788,-0.2961129281812062
789,-0.725937398192154
790,-0.27431123967117393
791,0.014907432058641524
792,-0.3805839482501826
793,-0.2806815789629369
794,-0.47122287288366466
795,-0.12994864189452962
796,-0.7436632805657221
797,-1.5699770964072028
798,-0.8903186971624343
799,0.3562129248470079
800,-2.6960437176202823
801,-0.13802984374807595
802,0.02779248807724882
803,-0.40787065390000377
804,-0.39969315533548905
805,-0.2483047032749262
806,-0.05513747340484449
807,-0.10273835206529784
808,-0.20373502554661674
809,-0.3169056400449977
810,-0.2421147552586718
811,-0.1348087069139922
812,-0.08942138042702313
813,-0.054850600800936816
814,0.00017621452065954058
815,-0.0011281641557709147
816,-0.1180553527886633
817,-0.2578734059682286
818,0.07422526255993324
819,-0.33065671839676475
820,-0.4576230297864443
821,0.040517343412825466
822,0.07311489134653437
823,0.3044013051428892
824,0.7524402399898659
825,0.6234993649246878
826,0.9351303974625397
827,0.13003234342019687
828,0.12496618021992885
829,-0.18995482207533304
830,1.002216999257306
831,0.8964535624673325
832,1.0237639899530182
833,1.0557975181766475
834,1.0570615687792597
835,0.8618129633725331
836,-0.6267880210015577
837,0.7259214237770605
838,0.9781196916412159
839,0.8469611131727084
840,0.8517642027483792
841,0.6477017122199284
842,0.06858730820417556
843,-0.11082296313899419
844,-0.01493952810986299
845,-0.15827057755037424
846,0.16384874670584232
847,0.10041362743542671
848,0.10044850209097331
849,0.027014019185254954
850,-0.0010293830130975745
851,0.16529197565797626
852,1.0139703316715736
853,1.0873235897216396
854,-0.019349256045110078
855,-0.18483441631783107
856,-0.02119447245667257
857,-0.11577904059557013
858,-0.1496403137866061
859,-0.15307889767647398
860,0.07723495878467918
861,0.0808584093227721
862,0.009733589050721041
863,-0.50778250681578
864,-0.544336303883345
865,0.1104745586141529
866,0.1778604966368447
867,0.141422429640541
868,-0.9951857530657392
869,-0.6036803684338539
870,-0.8752640905214336
871,1.0189336852762698
872,-0.5202513419192938
873,0.3125836910858137
874,0.35698807067176563
875,1.5149395207920275
876,0.06735235539958315
877,-0.5831679416643015
878,0.9270121801345274
879,0.12680652866807485
880,0.16096174351243397
881,-0.29044127052110585
882,-0.07566378007765466
883,-0.15647249784665102
884,0.342235775595399
885,-0.0067567420846128155
886,0.3716739577245478
887,0.4140371193566288
888,0.37599701473968133
889,0.457075147676336
890,0.36529626397728043
891,0.25272110594152564
892,0.3136507733459739
893,-0.08490502599021993
894,0.24476870814053678
895,0.28234040043361613
896,0.20721285100231296
897,0.3576775742003133
898,-0.6950331200300813
899,0.2575154477638414
900,0.33000919337948975
901,0.7093242112674903
902,0.6450409454593817
903,0.6414174949212874
904,0.6412040851605313
905,0.2451030370319966
906,0.5932960585177617
907,1.516309549020855
908,1.5152502039698512
909,0.34792498626269397
910,0.5972465883531124
911,0.6695396725413941
912,0.7384099676189494
913,0.6768754086786273
914,0.6361115901250921
915,0.5011159673162381
916,0.10403104754393544
917,-0.07390711847044121
918,0.6649680445155451
919,0.8008969094016107
920,0.6559094181703164
921,0.282619808185419
922,0.32513609677409555
923,0.6283487171809133
924,0.6746456903296046
925,0.5509732616180665
926,0.7504149112079478
